block,task_id,family,n,comparator,budget,field,log_ratio,absolute_r_difference,rank_r,baseline_r,matched_seed_pairs
1,test_er_100_06,er,100,mse,192,best_r,0.006806630090674688,0.002233333333333337,0.333075,0.3308416666666667,6
1,test_er_100_07,er,100,mse,192,best_r,0.005627266171008723,0.0018291666666666688,0.32640416666666666,0.324575,6
1,test_er_50_00,er,50,mse,192,best_r,0.0005586669170936885,0.0001833333333333409,0.3405333333333333,0.34035,6
1,test_er_50_01,er,50,mse,192,best_r,0.0029093952049066515,0.001033333333333349,0.3530166666666667,0.3519833333333333,6
1,test_er_50_02,er,50,mse,192,best_r,0.010835154719128902,0.0037166666666666646,0.34369999999999995,0.3399833333333333,6
1,test_er_50_03,er,50,mse,192,best_r,0.0011106070381248715,0.00038333333333332814,0.3444833333333333,0.3441,6
1,test_er_50_04,er,50,mse,192,best_r,0.004173519796656205,0.0014833333333333365,0.3567166666666666,0.3552333333333333,6
1,test_er_50_05,er,50,mse,192,best_r,0.002354308105948702,0.0008000000000000044,0.33958333333333335,0.3387833333333334,6
1,test_er_50_06,er,50,mse,192,best_r,0.004422272746177884,0.0014833333333333272,0.3301,0.32861666666666667,6
1,test_er_50_07,er,50,mse,192,best_r,0.009757286554990311,0.00338333333333334,0.34850000000000003,0.3451166666666667,6
0,test_ba_100_00,ba,100,log_mse,192,best_r,0.035290594230843846,0.009179166666666664,0.2651791666666667,0.25600000000000006,6
0,test_ba_100_01,ba,100,log_mse,192,best_r,0.01685329038516614,0.004458333333333332,0.269175,0.26471666666666666,6
0,test_ba_100_02,ba,100,log_mse,192,best_r,0.02948359206546722,0.007062499999999999,0.2430041666666667,0.23594166666666663,6
0,test_ba_100_03,ba,100,log_mse,192,best_r,0.0292844806608446,0.007062499999999999,0.2455291666666667,0.23846666666666663,6
0,test_ba_100_04,ba,100,log_mse,192,best_r,0.01179762372374335,0.0029125000000000075,0.24991249999999998,0.24700000000000003,6
0,test_ba_100_05,ba,100,log_mse,192,best_r,0.031478193397244614,0.007874999999999998,0.25437499999999996,0.24649999999999997,6
0,test_ba_100_06,ba,100,log_mse,192,best_r,0.017937470822986214,0.004616666666666676,0.2598916666666667,0.255275,6
0,test_ba_100_07,ba,100,log_mse,192,best_r,0.027174261469417357,0.006045833333333329,0.22465416666666668,0.21860833333333332,6
0,test_ba_50_00,ba,50,log_mse,192,best_r,0.0278320498290494,0.007149999999999976,0.2627,0.25555,6
0,test_ba_50_01,ba,50,log_mse,192,best_r,0.012949636413871366,0.003716666666666655,0.2885333333333333,0.28481666666666666,6
0,test_ba_50_02,ba,50,log_mse,192,best_r,0.024736222488507483,0.0070166666666666615,0.28635,0.2793333333333333,6
0,test_ba_50_03,ba,50,log_mse,192,best_r,0.04836079406203933,0.013083333333333327,0.27704999999999996,0.2639666666666667,6
0,test_ba_50_04,ba,50,log_mse,192,best_r,0.026135681100376538,0.006883333333333325,0.26761666666666667,0.2607333333333333,6
0,test_ba_50_05,ba,50,log_mse,192,best_r,0.04270176725594405,0.012283333333333332,0.2941666666666667,0.2818833333333333,6
0,test_ba_50_06,ba,50,log_mse,192,best_r,0.025216506572080192,0.0070666666666666655,0.28373333333333334,0.27666666666666667,6
0,test_ba_50_07,ba,50,log_mse,192,best_r,0.029791118155150547,0.00799999999999997,0.27371666666666666,0.2657166666666667,6
0,test_er_100_00,er,100,log_mse,192,best_r,0.004750987935707037,0.0015416666666666727,0.32590416666666666,0.3243625,6
0,test_er_100_01,er,100,log_mse,192,best_r,0.0032882035896362968,0.0010791666666666773,0.33061250000000003,0.3295333333333333,6
0,test_er_100_02,er,100,log_mse,192,best_r,0.004957057209634173,0.001629166666666663,0.3288125,0.3271833333333333,6
0,test_er_100_03,er,100,log_mse,192,best_r,0.007683546124838775,0.002474999999999996,0.32124583333333334,0.31877083333333334,6
0,test_er_100_04,er,100,log_mse,192,best_r,0.001248064176279478,0.0004083333333333346,0.32792499999999997,0.3275166666666667,6
0,test_er_100_05,er,100,log_mse,192,best_r,0.004154282063348412,0.00134999999999999,0.32659583333333336,0.3252458333333333,6
0,test_er_100_06,er,100,log_mse,192,best_r,0.008144467265943315,0.0027166666666666728,0.33375,0.33103333333333335,6
0,test_er_100_07,er,100,log_mse,192,best_r,0.00459841760205294,0.0015500000000000143,0.3382583333333333,0.33670833333333333,6
0,test_er_50_00,er,50,log_mse,192,best_r,0.005783013313872116,0.0020000000000000204,0.34946666666666665,0.34746666666666665,6
0,test_er_50_01,er,50,log_mse,192,best_r,0.01362894584159699,0.00470000000000001,0.34785,0.34315,6
0,test_er_50_02,er,50,log_mse,192,best_r,0.002762161178183373,0.000966666666666662,0.35203333333333336,0.35106666666666664,6
0,test_er_50_03,er,50,log_mse,192,best_r,0.0032644041365056387,0.001116666666666664,0.34318333333333334,0.3420666666666667,6
0,test_er_50_04,er,50,log_mse,192,best_r,0.010179740050510082,0.0034333333333333347,0.3407166666666667,0.3372833333333334,6
0,test_er_50_05,er,50,log_mse,192,best_r,0.0025145664285616313,0.0009000000000000027,0.35638333333333333,0.3554833333333334,6
0,test_er_50_06,er,50,log_mse,192,best_r,0.010820007972450753,0.003700000000000018,0.34273333333333333,0.3390333333333333,6
0,test_er_50_07,er,50,log_mse,192,best_r,0.0024574274257519765,0.0008166666666666692,0.33938333333333337,0.3385666666666667,6
1,test_ba_100_00,ba,100,log_mse,192,best_r,0.026943954527635063,0.007175000000000005,0.2708375,0.26366249999999997,6
