block,task_id,family,n,method,model_seed,search_seed,budget,best_r,fresh_r
0,test_er_100_01,er,100,hillclimb,-1,101,192,0.327275,0.31516875
0,test_er_100_01,er,100,hillclimb,-1,202,96,0.3238,0.316278125
0,test_er_100_01,er,100,hillclimb,-1,202,192,0.328775,0.320621875
0,test_er_100_01,er,100,hillclimb,-1,303,96,0.32265,0.3165625
0,test_er_100_01,er,100,hillclimb,-1,303,192,0.3262,0.320559375
0,test_er_100_01,er,100,log_mse,17,101,96,0.32535,0.3187
0,test_er_100_01,er,100,log_mse,17,101,192,0.330975,0.324340625
0,test_er_100_01,er,100,log_mse,17,202,96,0.32125,0.317546875
0,test_er_100_01,er,100,log_mse,17,202,192,0.326825,0.322159375
0,test_er_100_01,er,100,log_mse,17,303,96,0.324425,0.316684375
0,test_er_100_01,er,100,log_mse,17,303,192,0.330525,0.324621875
0,test_er_100_01,er,100,log_mse,23,101,96,0.3226,0.319571875
0,test_er_100_01,er,100,log_mse,23,101,192,0.329225,0.32368125
0,test_er_100_01,er,100,log_mse,23,202,96,0.323275,0.321040625
0,test_er_100_01,er,100,log_mse,23,202,192,0.326425,0.321790625
0,test_er_100_01,er,100,log_mse,23,303,96,0.324625,0.32098125
0,test_er_100_01,er,100,log_mse,23,303,192,0.333225,0.327409375
0,test_er_100_01,er,100,mse,17,101,96,0.3225,0.317
0,test_er_100_01,er,100,mse,17,101,192,0.3282,0.324103125
0,test_er_100_01,er,100,mse,17,202,96,0.323975,0.3191125
0,test_er_100_01,er,100,mse,17,202,192,0.32945,0.32309375
0,test_er_100_01,er,100,mse,17,303,96,0.326275,0.317034375
0,test_er_100_01,er,100,mse,17,303,192,0.331525,0.321259375
0,test_er_100_01,er,100,mse,23,101,96,0.3231,0.316846875
0,test_er_100_01,er,100,mse,23,101,192,0.3291,0.32046875
0,test_er_100_01,er,100,mse,23,202,96,0.32175,0.31906875
0,test_er_100_01,er,100,mse,23,202,192,0.327675,0.32385625
0,test_er_100_01,er,100,mse,23,303,96,0.323875,0.319028125
0,test_er_100_01,er,100,mse,23,303,192,0.3286,0.3251625
0,test_er_100_01,er,100,pool_random,-1,101,96,0.317825,0.31305625
0,test_er_100_01,er,100,pool_random,-1,101,192,0.326025,0.31689375
0,test_er_100_01,er,100,pool_random,-1,202,96,0.317225,0.313853125
0,test_er_100_01,er,100,pool_random,-1,202,192,0.32325,0.31656875
0,test_er_100_01,er,100,pool_random,-1,303,96,0.316025,0.310609375
0,test_er_100_01,er,100,pool_random,-1,303,192,0.321675,0.3120875
0,test_er_100_01,er,100,random,-1,101,96,0.316,0.3088375
0,test_er_100_01,er,100,random,-1,101,192,0.317,0.313628125
0,test_er_100_01,er,100,random,-1,202,96,0.315225,0.3123875
0,test_er_100_01,er,100,random,-1,202,192,0.315875,0.309725
0,test_er_100_01,er,100,random,-1,303,96,0.313475,0.309315625
0,test_er_100_01,er,100,random,-1,303,192,0.315975,0.314165625
0,test_er_100_01,er,100,ranknet,17,101,96,0.32685,0.3197125
0,test_er_100_01,er,100,ranknet,17,101,192,0.33095,0.321046875
0,test_er_100_01,er,100,ranknet,17,202,96,0.32755,0.31939375
0,test_er_100_01,er,100,ranknet,17,202,192,0.33315,0.326634375
0,test_er_100_01,er,100,ranknet,17,303,96,0.319475,0.31524375
0,test_er_100_01,er,100,ranknet,17,303,192,0.329425,0.3238875
0,test_er_100_01,er,100,ranknet,23,101,96,0.32325,0.31890625
0,test_er_100_01,er,100,ranknet,23,101,192,0.3295,0.320109375
0,test_er_100_01,er,100,ranknet,23,202,96,0.323625,0.317175
0,test_er_100_01,er,100,ranknet,23,202,192,0.33055,0.324240625
0,test_er_100_01,er,100,ranknet,23,303,96,0.322325,0.3211
0,test_er_100_01,er,100,ranknet,23,303,192,0.3301,0.325121875
0,test_er_100_02,er,100,ea,-1,101,96,0.312175,0.308503125
0,test_er_100_02,er,100,ea,-1,101,192,0.315925,0.312259375
0,test_er_100_02,er,100,ea,-1,202,96,0.309775,0.30424375
0,test_er_100_02,er,100,ea,-1,202,192,0.31805,0.312159375
0,test_er_100_02,er,100,ea,-1,303,96,0.31275,0.30834375
0,test_er_100_02,er,100,ea,-1,303,192,0.3173,0.312828125
0,test_er_100_02,er,100,global_log_mse,17,101,96,0.32055,0.3161125
0,test_er_100_02,er,100,global_log_mse,17,101,192,0.323775,0.31711875
0,test_er_100_02,er,100,global_log_mse,17,202,96,0.318025,0.310359375
0,test_er_100_02,er,100,global_log_mse,17,202,192,0.32435,0.31546875
0,test_er_100_02,er,100,global_log_mse,17,303,96,0.312975,0.314184375
0,test_er_100_02,er,100,global_log_mse,17,303,192,0.32775,0.31726875
0,test_er_100_02,er,100,global_log_mse,23,101,96,0.3151,0.316296875
0,test_er_100_02,er,100,global_log_mse,23,101,192,0.329475,0.323559375
0,test_er_100_02,er,100,global_log_mse,23,202,96,0.317,0.3132375
0,test_er_100_02,er,100,global_log_mse,23,202,192,0.3249,0.31816875
0,test_er_100_02,er,100,global_log_mse,23,303,96,0.319375,0.314953125
0,test_er_100_02,er,100,global_log_mse,23,303,192,0.33025,0.323471875
0,test_er_100_02,er,100,global_mse,17,101,96,0.315075,0.309028125
0,test_er_100_02,er,100,global_mse,17,101,192,0.319925,0.313684375
0,test_er_100_02,er,100,global_mse,17,202,96,0.3153,0.31286875
0,test_er_100_02,er,100,global_mse,17,202,192,0.322175,0.31654375
0,test_er_100_02,er,100,global_mse,17,303,96,0.317375,0.3150125
0,test_er_100_02,er,100,global_mse,17,303,192,0.3237,0.31925
0,test_er_100_02,er,100,global_mse,23,101,96,0.321175,0.31345625
0,test_er_100_02,er,100,global_mse,23,101,192,0.325375,0.31629375
0,test_er_100_02,er,100,global_mse,23,202,96,0.31975,0.315934375
0,test_er_100_02,er,100,global_mse,23,202,192,0.3207,0.31285625
0,test_er_100_02,er,100,global_mse,23,303,96,0.32045,0.315425
0,test_er_100_02,er,100,global_mse,23,303,192,0.329375,0.321615625
0,test_er_100_02,er,100,hillclimb,-1,101,96,0.32225,0.310121875
0,test_er_100_02,er,100,hillclimb,-1,101,192,0.32615,0.314059375
0,test_er_100_02,er,100,hillclimb,-1,202,96,0.315825,0.305371875
0,test_er_100_02,er,100,hillclimb,-1,202,192,0.3221,0.31209375
0,test_er_100_02,er,100,hillclimb,-1,303,96,0.3206,0.31166875
0,test_er_100_02,er,100,hillclimb,-1,303,192,0.321975,0.314996875
0,test_er_100_02,er,100,log_mse,17,101,96,0.321625,0.316478125
0,test_er_100_02,er,100,log_mse,17,101,192,0.325375,0.318409375
0,test_er_100_02,er,100,log_mse,17,202,96,0.31095,0.309165625
0,test_er_100_02,er,100,log_mse,17,202,192,0.32395,0.318725
0,test_er_100_02,er,100,log_mse,17,303,96,0.323025,0.316321875
0,test_er_100_02,er,100,log_mse,17,303,192,0.329725,0.3216125
0,test_er_100_02,er,100,log_mse,23,101,96,0.323875,0.31539375
0,test_er_100_02,er,100,log_mse,23,101,192,0.3265,0.32164375
0,test_er_100_02,er,100,log_mse,23,202,96,0.325,0.31588125
0,test_er_100_02,er,100,log_mse,23,202,192,0.32975,0.322340625
0,test_er_100_02,er,100,log_mse,23,303,96,0.319525,0.317828125
0,test_er_100_02,er,100,log_mse,23,303,192,0.3278,0.3238625
0,test_er_100_02,er,100,mse,17,101,96,0.3187,0.31783125
0,test_er_100_02,er,100,mse,17,101,192,0.325675,0.31521875
0,test_er_100_02,er,100,mse,17,202,96,0.315075,0.31083125
0,test_er_100_02,er,100,mse,17,202,192,0.324225,0.31821875
0,test_er_100_02,er,100,mse,17,303,96,0.318275,0.310978125
0,test_er_100_02,er,100,mse,17,303,192,0.32975,0.3222625
0,test_er_100_02,er,100,mse,23,101,96,0.3206,0.31911875
0,test_er_100_02,er,100,mse,23,101,192,0.326025,0.321853125
0,test_er_100_02,er,100,mse,23,202,96,0.320425,0.31646875
0,test_er_100_02,er,100,mse,23,202,192,0.3311,0.324040625
0,test_er_100_02,er,100,mse,23,303,96,0.32205,0.321171875
0,test_er_100_02,er,100,mse,23,303,192,0.326525,0.32059375
0,test_er_100_02,er,100,pool_random,-1,101,96,0.3153,0.308296875
0,test_er_100_02,er,100,pool_random,-1,101,192,0.317925,0.31223125
0,test_er_100_02,er,100,pool_random,-1,202,96,0.3092,0.302340625
0,test_er_100_02,er,100,pool_random,-1,202,192,0.312625,0.307759375
0,test_er_100_02,er,100,pool_random,-1,303,96,0.30925,0.30701875
0,test_er_100_02,er,100,pool_random,-1,303,192,0.317275,0.308125
0,test_er_100_02,er,100,random,-1,101,96,0.30975,0.304878125
0,test_er_100_02,er,100,random,-1,101,192,0.3145,0.309275
0,test_er_100_02,er,100,random,-1,202,96,0.3067,0.30318125
0,test_er_100_02,er,100,random,-1,202,192,0.3104,0.308409375
0,test_er_100_02,er,100,random,-1,303,96,0.309225,0.30576875
0,test_er_100_02,er,100,random,-1,303,192,0.31135,0.309034375
0,test_er_100_02,er,100,ranknet,17,101,96,0.31775,0.314640625
0,test_er_100_02,er,100,ranknet,17,101,192,0.3263,0.3191625
0,test_er_100_02,er,100,ranknet,17,202,96,0.318325,0.316978125
0,test_er_100_02,er,100,ranknet,17,202,192,0.333075,0.326240625
0,test_er_100_02,er,100,ranknet,17,303,96,0.326125,0.321815625
0,test_er_100_02,er,100,ranknet,17,303,192,0.33005,0.3229
0,test_er_100_02,er,100,ranknet,23,101,96,0.319675,0.31469375
0,test_er_100_02,er,100,ranknet,23,101,192,0.32515,0.316209375
0,test_er_100_02,er,100,ranknet,23,202,96,0.320625,0.31901875
0,test_er_100_02,er,100,ranknet,23,202,192,0.328375,0.321215625
0,test_er_100_02,er,100,ranknet,23,303,96,0.328125,0.317690625
0,test_er_100_02,er,100,ranknet,23,303,192,0.329925,0.3214375
0,test_er_100_03,er,100,ea,-1,101,96,0.301425,0.297265625
0,test_er_100_03,er,100,ea,-1,101,192,0.304225,0.30003125
0,test_er_100_03,er,100,ea,-1,202,96,0.305075,0.299271875
0,test_er_100_03,er,100,ea,-1,202,192,0.308425,0.3057375
0,test_er_100_03,er,100,ea,-1,303,96,0.3039,0.298271875
0,test_er_100_03,er,100,ea,-1,303,192,0.3064,0.30338125
0,test_er_100_03,er,100,global_log_mse,17,101,96,0.30445,0.29931875
0,test_er_100_03,er,100,global_log_mse,17,101,192,0.31535,0.310865625
0,test_er_100_03,er,100,global_log_mse,17,202,96,0.3088,0.3024625
0,test_er_100_03,er,100,global_log_mse,17,202,192,0.315075,0.308446875
0,test_er_100_03,er,100,global_log_mse,17,303,96,0.30685,0.301996875
0,test_er_100_03,er,100,global_log_mse,17,303,192,0.3108,0.308615625
0,test_er_100_03,er,100,global_log_mse,23,101,96,0.305375,0.296578125
0,test_er_100_03,er,100,global_log_mse,23,101,192,0.316475,0.30525625
0,test_er_100_03,er,100,global_log_mse,23,202,96,0.3139,0.311790625
0,test_er_100_03,er,100,global_log_mse,23,202,192,0.323025,0.3196
0,test_er_100_03,er,100,global_log_mse,23,303,96,0.3091,0.304125
0,test_er_100_03,er,100,global_log_mse,23,303,192,0.317825,0.309621875
0,test_er_100_03,er,100,global_mse,17,101,96,0.308725,0.30915625
0,test_er_100_03,er,100,global_mse,17,101,192,0.31555,0.3132
0,test_er_100_03,er,100,global_mse,17,202,96,0.309475,0.304884375
0,test_er_100_03,er,100,global_mse,17,202,192,0.3245,0.32109375
0,test_er_100_03,er,100,global_mse,17,303,96,0.31155,0.310146875
0,test_er_100_03,er,100,global_mse,17,303,192,0.31335,0.307578125
0,test_er_100_03,er,100,global_mse,23,101,96,0.314975,0.30674375
0,test_er_100_03,er,100,global_mse,23,101,192,0.3186,0.310853125
0,test_er_100_03,er,100,global_mse,23,202,96,0.31115,0.308509375
0,test_er_100_03,er,100,global_mse,23,202,192,0.32025,0.31371875
0,test_er_100_03,er,100,global_mse,23,303,96,0.30675,0.29950625
0,test_er_100_03,er,100,global_mse,23,303,192,0.310625,0.30851875
0,test_er_100_03,er,100,hillclimb,-1,101,96,0.308525,0.303409375
0,test_er_100_03,er,100,hillclimb,-1,101,192,0.314175,0.305234375
0,test_er_100_03,er,100,hillclimb,-1,202,96,0.317075,0.304075
0,test_er_100_03,er,100,hillclimb,-1,202,192,0.324675,0.31103125
0,test_er_100_03,er,100,hillclimb,-1,303,96,0.302025,0.2971625
0,test_er_100_03,er,100,hillclimb,-1,303,192,0.30995,0.30011875
0,test_er_100_03,er,100,log_mse,17,101,96,0.31195,0.306821875
0,test_er_100_03,er,100,log_mse,17,101,192,0.322425,0.314521875
0,test_er_100_03,er,100,log_mse,17,202,96,0.30975,0.307059375
0,test_er_100_03,er,100,log_mse,17,202,192,0.31645,0.3114
0,test_er_100_03,er,100,log_mse,17,303,96,0.31055,0.3008375
0,test_er_100_03,er,100,log_mse,17,303,192,0.317275,0.313528125
0,test_er_100_03,er,100,log_mse,23,101,96,0.31175,0.308234375
0,test_er_100_03,er,100,log_mse,23,101,192,0.3189,0.312596875
0,test_er_100_03,er,100,log_mse,23,202,96,0.312475,0.310828125
0,test_er_100_03,er,100,log_mse,23,202,192,0.318025,0.313475
0,test_er_100_03,er,100,log_mse,23,303,96,0.308325,0.3067375
0,test_er_100_03,er,100,log_mse,23,303,192,0.31955,0.315946875
0,test_er_100_03,er,100,mse,17,101,96,0.30815,0.300259375
0,test_er_100_03,er,100,mse,17,101,192,0.318,0.3128625
0,test_er_100_03,er,100,mse,17,202,96,0.30675,0.308475
0,test_er_100_03,er,100,mse,17,202,192,0.318525,0.31284375
0,test_er_100_03,er,100,mse,17,303,96,0.309125,0.308078125
0,test_er_100_03,er,100,mse,17,303,192,0.324275,0.317190625
0,test_er_100_03,er,100,mse,23,101,96,0.312175,0.31356875
0,test_er_100_03,er,100,mse,23,101,192,0.324025,0.319865625
0,test_er_100_03,er,100,mse,23,202,96,0.313675,0.30980625
0,test_er_100_03,er,100,mse,23,202,192,0.321575,0.314653125
0,test_er_100_03,er,100,mse,23,303,96,0.3115,0.307628125
0,test_er_100_03,er,100,mse,23,303,192,0.319475,0.314440625
0,test_er_100_03,er,100,pool_random,-1,101,96,0.302225,0.29784375
0,test_er_100_03,er,100,pool_random,-1,101,192,0.308775,0.298884375
0,test_er_100_03,er,100,pool_random,-1,202,96,0.30495,0.2988375
0,test_er_100_03,er,100,pool_random,-1,202,192,0.309425,0.302790625
0,test_er_100_03,er,100,pool_random,-1,303,96,0.301975,0.295840625
0,test_er_100_03,er,100,pool_random,-1,303,192,0.3048,0.30011875
0,test_er_100_03,er,100,random,-1,101,96,0.298925,0.298678125
0,test_er_100_03,er,100,random,-1,101,192,0.302025,0.297515625
0,test_er_100_03,er,100,random,-1,202,96,0.3009,0.2975
0,test_er_100_03,er,100,random,-1,202,192,0.3009,0.2975
0,test_er_100_03,er,100,random,-1,303,96,0.3029,0.303315625
0,test_er_100_03,er,100,random,-1,303,192,0.3029,0.303315625
0,test_er_100_03,er,100,ranknet,17,101,96,0.305775,0.302634375
0,test_er_100_03,er,100,ranknet,17,101,192,0.32205,0.3148625
0,test_er_100_03,er,100,ranknet,17,202,96,0.321475,0.3144
0,test_er_100_03,er,100,ranknet,17,202,192,0.32615,0.320090625
0,test_er_100_03,er,100,ranknet,17,303,96,0.309625,0.31184375
0,test_er_100_03,er,100,ranknet,17,303,192,0.32225,0.316775
0,test_er_100_03,er,100,ranknet,23,101,96,0.31195,0.3088875
0,test_er_100_03,er,100,ranknet,23,101,192,0.31575,0.31345
0,test_er_100_03,er,100,ranknet,23,202,96,0.31265,0.312334375
0,test_er_100_03,er,100,ranknet,23,202,192,0.316875,0.311828125
0,test_er_100_03,er,100,ranknet,23,303,96,0.3156,0.311765625
0,test_er_100_03,er,100,ranknet,23,303,192,0.3244,0.32080625
0,test_er_100_04,er,100,ea,-1,101,96,0.313525,0.30660625
0,test_er_100_04,er,100,ea,-1,101,192,0.3224,0.313096875
0,test_er_100_04,er,100,ea,-1,202,96,0.311325,0.30688125
0,test_er_100_04,er,100,ea,-1,202,192,0.319125,0.31269375
0,test_er_100_04,er,100,ea,-1,303,96,0.3121,0.310778125
0,test_er_100_04,er,100,ea,-1,303,192,0.320725,0.31316875
0,test_er_100_04,er,100,global_log_mse,17,101,96,0.3261,0.31823125
0,test_er_100_04,er,100,global_log_mse,17,101,192,0.326325,0.32009375
0,test_er_100_04,er,100,global_log_mse,17,202,96,0.317725,0.31248125
0,test_er_100_04,er,100,global_log_mse,17,202,192,0.324125,0.32098125
0,test_er_100_04,er,100,global_log_mse,17,303,96,0.3154,0.313896875
0,test_er_100_04,er,100,global_log_mse,17,303,192,0.32515,0.319296875
0,test_er_100_04,er,100,global_log_mse,23,101,96,0.31715,0.3138
0,test_er_100_04,er,100,global_log_mse,23,101,192,0.325125,0.320315625
0,test_er_100_04,er,100,global_log_mse,23,202,96,0.316625,0.315334375
0,test_er_100_04,er,100,global_log_mse,23,202,192,0.328525,0.325190625
0,test_er_100_04,er,100,global_log_mse,23,303,96,0.314825,0.30786875
0,test_er_100_04,er,100,global_log_mse,23,303,192,0.321325,0.315903125
0,test_er_100_04,er,100,global_mse,17,101,96,0.32345,0.316853125
0,test_er_100_04,er,100,global_mse,17,101,192,0.3303,0.3265625
0,test_er_100_04,er,100,global_mse,17,202,96,0.313,0.304315625
0,test_er_100_04,er,100,global_mse,17,202,192,0.31695,0.314165625
0,test_er_100_04,er,100,global_mse,17,303,96,0.3169,0.312446875
0,test_er_100_04,er,100,global_mse,17,303,192,0.3259,0.317609375
0,test_er_100_04,er,100,global_mse,23,101,96,0.3225,0.317990625
0,test_er_100_04,er,100,global_mse,23,101,192,0.326125,0.32266875
0,test_er_100_04,er,100,global_mse,23,202,96,0.317875,0.3136625
0,test_er_100_04,er,100,global_mse,23,202,192,0.3264,0.32090625
0,test_er_100_04,er,100,global_mse,23,303,96,0.31535,0.314596875
0,test_er_100_04,er,100,global_mse,23,303,192,0.32225,0.318325
0,test_er_100_04,er,100,hillclimb,-1,101,96,0.315225,0.307071875
0,test_er_100_04,er,100,hillclimb,-1,101,192,0.31895,0.310165625
0,test_er_100_04,er,100,hillclimb,-1,202,96,0.3145,0.311190625
0,test_er_100_04,er,100,hillclimb,-1,202,192,0.3273,0.31888125
0,test_er_100_04,er,100,hillclimb,-1,303,96,0.3192,0.312415625
0,test_er_100_04,er,100,hillclimb,-1,303,192,0.321275,0.312915625
0,test_er_100_04,er,100,log_mse,17,101,96,0.320475,0.314934375
0,test_er_100_04,er,100,log_mse,17,101,192,0.32635,0.32198125
0,test_er_100_04,er,100,log_mse,17,202,96,0.321625,0.319059375
0,test_er_100_04,er,100,log_mse,17,202,192,0.327775,0.320028125
0,test_er_100_04,er,100,log_mse,17,303,96,0.324375,0.32055
0,test_er_100_04,er,100,log_mse,17,303,192,0.326925,0.318096875
0,test_er_100_04,er,100,log_mse,23,101,96,0.324275,0.31763125
0,test_er_100_04,er,100,log_mse,23,101,192,0.3285,0.3219625
0,test_er_100_04,er,100,log_mse,23,202,96,0.322675,0.31653125
0,test_er_100_04,er,100,log_mse,23,202,192,0.3312,0.327484375
0,test_er_100_04,er,100,log_mse,23,303,96,0.318325,0.312528125
0,test_er_100_04,er,100,log_mse,23,303,192,0.32435,0.317646875
0,test_er_100_04,er,100,mse,17,101,96,0.32185,0.315675
0,test_er_100_04,er,100,mse,17,101,192,0.331425,0.3197
0,test_er_100_04,er,100,mse,17,202,96,0.324075,0.31646875
0,test_er_100_04,er,100,mse,17,202,192,0.329125,0.3226875
0,test_er_100_04,er,100,mse,17,303,96,0.31885,0.31638125
0,test_er_100_04,er,100,mse,17,303,192,0.3235,0.317303125
0,test_er_100_04,er,100,mse,23,101,96,0.315675,0.3103
0,test_er_100_04,er,100,mse,23,101,192,0.321675,0.317528125
0,test_er_100_04,er,100,mse,23,202,96,0.322425,0.317984375
0,test_er_100_04,er,100,mse,23,202,192,0.328525,0.3233875
0,test_er_100_04,er,100,mse,23,303,96,0.3182,0.314690625
0,test_er_100_04,er,100,mse,23,303,192,0.323325,0.322296875
0,test_er_100_04,er,100,pool_random,-1,101,96,0.3124,0.309975
0,test_er_100_04,er,100,pool_random,-1,101,192,0.316475,0.30818125
0,test_er_100_04,er,100,pool_random,-1,202,96,0.310575,0.31033125
0,test_er_100_04,er,100,pool_random,-1,202,192,0.317725,0.310475
0,test_er_100_04,er,100,pool_random,-1,303,96,0.31305,0.30896875
0,test_er_100_04,er,100,pool_random,-1,303,192,0.314575,0.3096125
0,test_er_100_04,er,100,random,-1,101,96,0.31185,0.312284375
0,test_er_100_04,er,100,random,-1,101,192,0.31185,0.312284375
0,test_er_100_04,er,100,random,-1,202,96,0.3114,0.309115625
0,test_er_100_04,er,100,random,-1,202,192,0.3114,0.309115625
0,test_er_100_04,er,100,random,-1,303,96,0.3086,0.305790625
0,test_er_100_04,er,100,random,-1,303,192,0.310425,0.305596875
0,test_er_100_04,er,100,ranknet,17,101,96,0.3199,0.3141375
0,test_er_100_04,er,100,ranknet,17,101,192,0.3306,0.324546875
0,test_er_100_04,er,100,ranknet,17,202,96,0.318925,0.31816875
0,test_er_100_04,er,100,ranknet,17,202,192,0.327475,0.320221875
0,test_er_100_04,er,100,ranknet,17,303,96,0.319925,0.315384375
0,test_er_100_04,er,100,ranknet,17,303,192,0.326625,0.319896875
0,test_er_100_04,er,100,ranknet,23,101,96,0.3234,0.3204
0,test_er_100_04,er,100,ranknet,23,101,192,0.330625,0.322065625
0,test_er_100_04,er,100,ranknet,23,202,96,0.322675,0.314853125
0,test_er_100_04,er,100,ranknet,23,202,192,0.32675,0.31975625
0,test_er_100_04,er,100,ranknet,23,303,96,0.318725,0.313459375
0,test_er_100_04,er,100,ranknet,23,303,192,0.325475,0.32141875
0,test_er_100_05,er,100,ea,-1,101,96,0.313775,0.306365625
0,test_er_100_05,er,100,ea,-1,101,192,0.32125,0.31045
0,test_er_100_05,er,100,ea,-1,202,96,0.313725,0.309684375
0,test_er_100_05,er,100,ea,-1,202,192,0.3159,0.309225
0,test_er_100_05,er,100,ea,-1,303,96,0.313575,0.3044625
0,test_er_100_05,er,100,ea,-1,303,192,0.3141,0.306946875
0,test_er_100_05,er,100,global_log_mse,17,101,96,0.31045,0.304234375
0,test_er_100_05,er,100,global_log_mse,17,101,192,0.31965,0.315771875
0,test_er_100_05,er,100,global_log_mse,17,202,96,0.31975,0.3058125
0,test_er_100_05,er,100,global_log_mse,17,202,192,0.31975,0.3058125
0,test_er_100_05,er,100,global_log_mse,17,303,96,0.31265,0.306921875
0,test_er_100_05,er,100,global_log_mse,17,303,192,0.31965,0.31366875
0,test_er_100_05,er,100,global_log_mse,23,101,96,0.316725,0.3087
0,test_er_100_05,er,100,global_log_mse,23,101,192,0.327625,0.319515625
0,test_er_100_05,er,100,global_log_mse,23,202,96,0.3131,0.307684375
0,test_er_100_05,er,100,global_log_mse,23,202,192,0.3223,0.313109375
0,test_er_100_05,er,100,global_log_mse,23,303,96,0.31425,0.31071875
0,test_er_100_05,er,100,global_log_mse,23,303,192,0.32085,0.313715625
0,test_er_100_05,er,100,global_mse,17,101,96,0.317,0.312515625
0,test_er_100_05,er,100,global_mse,17,101,192,0.3229,0.31614375
0,test_er_100_05,er,100,global_mse,17,202,96,0.314925,0.30593125
0,test_er_100_05,er,100,global_mse,17,202,192,0.322425,0.31205
0,test_er_100_05,er,100,global_mse,17,303,96,0.314425,0.3078625
0,test_er_100_05,er,100,global_mse,17,303,192,0.321875,0.310390625
0,test_er_100_05,er,100,global_mse,23,101,96,0.31765,0.314225
0,test_er_100_05,er,100,global_mse,23,101,192,0.3222,0.3129
0,test_er_100_05,er,100,global_mse,23,202,96,0.31855,0.316190625
0,test_er_100_05,er,100,global_mse,23,202,192,0.32115,0.3166875
0,test_er_100_05,er,100,global_mse,23,303,96,0.311325,0.30923125
0,test_er_100_05,er,100,global_mse,23,303,192,0.316025,0.31101875
0,test_er_100_05,er,100,hillclimb,-1,101,96,0.318325,0.30525
0,test_er_100_05,er,100,hillclimb,-1,101,192,0.322825,0.313171875
0,test_er_100_05,er,100,hillclimb,-1,202,96,0.317325,0.310665625
0,test_er_100_05,er,100,hillclimb,-1,202,192,0.323325,0.314190625
0,test_er_100_05,er,100,hillclimb,-1,303,96,0.313875,0.30354375
0,test_er_100_05,er,100,hillclimb,-1,303,192,0.318675,0.308028125
0,test_er_100_05,er,100,log_mse,17,101,96,0.3217,0.31436875
0,test_er_100_05,er,100,log_mse,17,101,192,0.327275,0.315040625
0,test_er_100_05,er,100,log_mse,17,202,96,0.3192,0.31460625
0,test_er_100_05,er,100,log_mse,17,202,192,0.32435,0.317375
0,test_er_100_05,er,100,log_mse,17,303,96,0.317475,0.314965625
0,test_er_100_05,er,100,log_mse,17,303,192,0.32885,0.320840625
0,test_er_100_05,er,100,log_mse,23,101,96,0.3206,0.312871875
0,test_er_100_05,er,100,log_mse,23,101,192,0.3266,0.32230625
0,test_er_100_05,er,100,log_mse,23,202,96,0.315375,0.311115625
0,test_er_100_05,er,100,log_mse,23,202,192,0.321975,0.313715625
0,test_er_100_05,er,100,log_mse,23,303,96,0.31685,0.314325
0,test_er_100_05,er,100,log_mse,23,303,192,0.322425,0.320521875
0,test_er_100_05,er,100,mse,17,101,96,0.321875,0.30913125
0,test_er_100_05,er,100,mse,17,101,192,0.3266,0.31885
0,test_er_100_05,er,100,mse,17,202,96,0.316325,0.313046875
0,test_er_100_05,er,100,mse,17,202,192,0.324275,0.31373125
0,test_er_100_05,er,100,mse,17,303,96,0.31505,0.31298125
0,test_er_100_05,er,100,mse,17,303,192,0.321325,0.316921875
0,test_er_100_05,er,100,mse,23,101,96,0.314825,0.311359375
0,test_er_100_05,er,100,mse,23,101,192,0.325325,0.321396875
0,test_er_100_05,er,100,mse,23,202,96,0.3178,0.311796875
0,test_er_100_05,er,100,mse,23,202,192,0.323975,0.31625
0,test_er_100_05,er,100,mse,23,303,96,0.317725,0.314925
0,test_er_100_05,er,100,mse,23,303,192,0.32495,0.3199125
0,test_er_100_05,er,100,pool_random,-1,101,96,0.31345,0.309128125
0,test_er_100_05,er,100,pool_random,-1,101,192,0.317775,0.312
0,test_er_100_05,er,100,pool_random,-1,202,96,0.311225,0.306875
0,test_er_100_05,er,100,pool_random,-1,202,192,0.3162,0.31070625
0,test_er_100_05,er,100,pool_random,-1,303,96,0.308275,0.299928125
0,test_er_100_05,er,100,pool_random,-1,303,192,0.309725,0.306228125
0,test_er_100_05,er,100,random,-1,101,96,0.3089,0.297678125
0,test_er_100_05,er,100,random,-1,101,192,0.3089,0.297678125
0,test_er_100_05,er,100,random,-1,202,96,0.3123,0.3044375
0,test_er_100_05,er,100,random,-1,202,192,0.3123,0.3044375
0,test_er_100_05,er,100,random,-1,303,96,0.30865,0.305521875
0,test_er_100_05,er,100,random,-1,303,192,0.312875,0.309696875
0,test_er_100_05,er,100,ranknet,17,101,96,0.3224,0.319875
0,test_er_100_05,er,100,ranknet,17,101,192,0.327975,0.32369375
0,test_er_100_05,er,100,ranknet,17,202,96,0.317225,0.31311875
0,test_er_100_05,er,100,ranknet,17,202,192,0.326275,0.31825625
0,test_er_100_05,er,100,ranknet,17,303,96,0.316325,0.314334375
0,test_er_100_05,er,100,ranknet,17,303,192,0.323325,0.318803125
0,test_er_100_05,er,100,ranknet,23,101,96,0.322,0.319778125
0,test_er_100_05,er,100,ranknet,23,101,192,0.3297,0.3241
0,test_er_100_05,er,100,ranknet,23,202,96,0.3189,0.31418125
0,test_er_100_05,er,100,ranknet,23,202,192,0.3257,0.31828125
0,test_er_100_05,er,100,ranknet,23,303,96,0.315425,0.311009375
0,test_er_100_05,er,100,ranknet,23,303,192,0.3266,0.3201
0,test_er_100_06,er,100,ea,-1,101,96,0.315975,0.30618125
